RIN,Primary Key,Date  Occurred,Time  Occurred,Location,Area  Command,Nature of Contact,Reason Desc,R2R Level,Master Subject ID,Subject  Sex,Subject  Race,Subject  Ethnicity,Subject Conduct Desc,Subject Resistance,Weapon Used 1,Weapon Used 2,Weapon Used 3,Weapon Used 4,Weapon Used 5,Number  Shots,Effect on Officer,Officer  Organization Desc,Officer  Commission Date,Officer Yrs of Service,X-Coordinate,Y-Coordinate,Council District,CENSUS_TRACT,ZIP,COUNTY,county description
211201,20183200166,11/16/2018 0:00,222,600 TRINITY ST,GE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO DEFEND ANOTHER,4,1187465: 20183200166,,,,NO CONTRIBUTING CHARACTERISTICS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,12/12/2014 0:00,4,3115403,10070458,9,-,78701,1,TRAVIS COUNTY
211339,20183200166,11/16/2018 0:00,222,600 TRINITY ST,GE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO DEFEND ANOTHER,3,459745623: 20183200166,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,6/23/2006 0:00,12,3115403,10070458,9,-,78701,1,TRAVIS COUNTY
211340,20183200166,11/16/2018 0:00,222,600 TRINITY ST,GE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459745624: 20183200166,M,W,H,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,12/12/2014 0:00,4,3115403,10070458,9,-,78701,1,TRAVIS COUNTY
210743,20183201988,11/16/2018 0:00,2250,419 E 6TH ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,333579381: 20183201988,F,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I EVENING,7/13/2012 0:00,6,3115622,10070268,9,-,78701,1,TRAVIS COUNTY
210921,20183201988,11/16/2018 0:00,2250,419 E 6TH ST,GE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,333579381: 20183201988,F,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,11/30/2012 0:00,6,3115622,10070268,9,-,78701,1,TRAVIS COUNTY
210686,20183200042,11/16/2018 0:00,203,5426 MANCHACA RD,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,458856692: 20183200042,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,12/22/2017 0:00,1,3097641,10051730,5,17.12,78745,1,TRAVIS COUNTY
210685,20183200042,11/16/2018 0:00,29,5426 MANCHACA RD,DA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,458856692: 20183200042,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,10/30/2015 0:00,3,3097641,10051730,5,17.12,78745,1,TRAVIS COUNTY
210959,20183200001,11/16/2018 0:00,2,700 RED RIVER ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459670727: 20183200001,M,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,4/23/2010 0:00,9,3116193,10070596,9,-,78701,1,TRAVIS COUNTY
210799,20183200806,11/16/2018 0:00,1215,2606 WHELESS LN,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,458786662: 20183200806,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,IDA 500 REG I PATROL,10/28/2016 0:00,2,3133582,10086395,1,21.12,78723,1,TRAVIS COUNTY
210687,20183200042,11/16/2018 0:00,1255,5426 MANCHACA RD,DA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,458856692: 20183200042,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,12/22/2017 0:00,1,3097641,10051730,5,17.12,78745,1,TRAVIS COUNTY
210960,20183200001,11/16/2018 0:00,4,700 RED RIVER ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459670727: 20183200001,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,11/30/2012 0:00,6,3116193,10070596,9,-,78701,1,TRAVIS COUNTY
210701,20186900490,11/15/2018 0:00,1922,9401 N IH 35 SVRD NB,ED,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,243073434: 20186900490,M,U,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,STREET NARCOTICS TEAM 1 OCD,10/7/2011 0:00,7,3131125,10103884,4,-,78753,1,TRAVIS COUNTY
210703,20186900490,11/15/2018 0:00,1922,9401 N IH 35 SVRD NB,ED,3-TACTICAL OPERATION [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,243073434: 20186900490,M,U,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,STREET NARCOTICS TEAM 1 OCD,8/10/2001 0:00,17,3131125,10103884,4,-,78753,1,TRAVIS COUNTY
210699,20186900488,11/15/2018 0:00,1800,9133 NORTHGATE BLVD,ED,3-TACTICAL OPERATION [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,33555015: 20186900488,M,W,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,STREET NARCOTICS TEAM 1 OCD,10/7/2011 0:00,7,3121931,10108440,4,-,78758,1,TRAVIS COUNTY
210680,20183191374,11/15/2018 0:00,1724,BOULDIN AVE / BARTON SPRINGS RD,DA,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459198117: 20183191374,F,W,H,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,3/20/2015 0:00,4,3111013,10067591,9,-,78704,1,TRAVIS COUNTY
210707,20183191841,11/15/2018 0:00,2132,301 E 8TH ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459706529: 20183191841,F,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I EVENING,3/20/2015 0:00,4,3115386,10070952,9,-,78701,1,TRAVIS COUNTY
210708,20183191841,11/15/2018 0:00,2132,301 E 8TH ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459706529: 20183191841,F,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I EVENING,3/20/2015 0:00,4,3115386,10070952,9,-,78701,1,TRAVIS COUNTY
210700,20186900489,11/15/2018 0:00,1859,9712 EASTWEND DR,ED,3-TACTICAL OPERATION [non-MV Stop],OTHER (DOCUMENT IN SUPPLEMENT),4,166134342: 20186900489,M,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,STREET NARCOTICS TEAM 1 OCD,10/7/2011 0:00,7,3129333,10106609,4,18.23,78753,1,TRAVIS COUNTY
210702,20186900489,11/15/2018 0:00,1859,9712 EASTWEND DR,ED,3-TACTICAL OPERATION [non-MV Stop],OTHER (DOCUMENT IN SUPPLEMENT),4,166134342: 20186900489,M,B,N,NO CONTRIBUTING CHARACTERISTICS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,,STREET NARCOTICS TEAM 1 OCD,8/10/2001 0:00,17,3129333,10106609,4,18.23,78753,1,TRAVIS COUNTY
210845,20186900490,11/15/2018 0:00,2134,9401 N IH 35 SVRD NB,ED,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,243073434: 20186900490,M,U,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,,STREET NARCOTICS TEAM 2 OCD,3/23/2012 0:00,7,3131125,10103884,4,-,78753,1,TRAVIS COUNTY
210980,20183180097,11/14/2018 0:00,,11001 S 1ST ST,FR,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459707276: 20183180097,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,3/22/2013 0:00,6,3096108,10025678,5,24.07,78748,1,TRAVIS COUNTY
210600,20183180097,11/14/2018 0:00,,11001 S 1ST ST,FR,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,459707276: 20183180097,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PREPARATORY RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,12/13/2013 0:00,5,3096108,10025678,5,24.07,78748,1,TRAVIS COUNTY
210994,20183180806,11/14/2018 0:00,1330,2438 W ANDERSON LN,BA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,1186190: 20183180806,,,,EDP/MENTALLY UNSTABLE,PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 200 REG I PATROL,10/7/2011 0:00,7,3117181,10103209,7,-,78757,1,TRAVIS COUNTY
211759,20183181263,11/14/2018 0:00,1728,2515 ELMONT DR,HE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,255097166: 20183181263,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,,HENRY 500 REG III PATROL,1/2/2009 0:00,10,3121521,10060330,3,-,78741,1,TRAVIS COUNTY
210979,20183180097,11/14/2018 0:00,157,11001 S 1ST ST,FR,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459707276: 20183180097,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,3/21/2014 0:00,5,3096108,10025678,5,24.07,78748,1,TRAVIS COUNTY
210662,20183180806,11/14/2018 0:00,1325,2438 W ANDERSON LN,BA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,1186190: 20183180806,,,,EDP/MENTALLY UNSTABLE,PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 200 REG I PATROL,10/7/2011 0:00,7,3117181,10103209,7,-,78757,1,TRAVIS COUNTY
210521,20183170112,11/13/2018 0:00,,1700 E 51ST ST,ID,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459739235: 20183170112,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,12/22/2017 0:00,1,3127986,10083964,4,-,78723,1,TRAVIS COUNTY
210522,20183170112,11/13/2018 0:00,239,1700 E 51ST ST,ID,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459739235: 20183170112,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,10/28/2016 0:00,2,3127986,10083964,4,-,78723,1,TRAVIS COUNTY
210579,20183171796,11/13/2018 0:00,2355,RESEARCH BLVD SVRD NB / N MOPAC EXPY SVRD SB,AD,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459375669: 20183171796,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,ADAM 700 REG II PATROL,10/28/2016 0:00,2,3115160,10112421,7,-,78759,1,TRAVIS COUNTY
210501,20183170002,11/13/2018 0:00,6,500 E 7TH ST,GE,4-DISPATCHED CALL [non MV Stop],OTHER (DOCUMENT IN SUPPLEMENT),4,378732915: 20183170002,M,B,N,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 400 REG III PATROL,5/30/2014 0:00,4,3115951,10070759,9,-,78701,1,TRAVIS COUNTY
210639,20183170002,11/13/2018 0:00,1,500 E 7TH ST,GE,4-DISPATCHED CALL [non MV Stop],OTHER (DOCUMENT IN SUPPLEMENT),4,378732915: 20183170002,M,B,N,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I EVENING,3/20/2015 0:00,4,3115951,10070759,9,-,78701,1,TRAVIS COUNTY
210599,20183171455,11/13/2018 0:00,1938,6110 WHELESS CV,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,203882967: 20183171455,F,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 300 REG I PATROL,11/30/2012 0:00,6,3133767,10086557,1,21.12,78723,1,TRAVIS COUNTY
210523,20183170112,11/13/2018 0:00,159,1700 E 51ST ST,ID,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459739235: 20183170112,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,11/13/2015 0:00,3,3127986,10083964,4,-,78723,1,TRAVIS COUNTY
210524,20183170112,11/13/2018 0:00,159,1700 E 51ST ST,ID,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459739235: 20183170112,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,4/23/2010 0:00,9,3127986,10083964,4,-,78723,1,TRAVIS COUNTY
210759,20183161458,11/12/2018 0:00,,11307 JAMES HALLER DR,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO DEFEND ANOTHER,4,309461336: 20183161458,M,W,U,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 600 EVENINGS REG IV PATROL,1/4/2008 0:00,11,3088545,10028259,5,-,78748,1,TRAVIS COUNTY
211260,20183161458,11/12/2018 0:00,,11307 JAMES HALLER DR,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO DEFEND ANOTHER,4,309461336: 20183161458,M,W,U,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 600 EVENINGS REG IV PATROL,10/28/2016 0:00,2,3088545,10028259,5,-,78748,1,TRAVIS COUNTY
210500,20183161292,11/12/2018 0:00,,2410 E RIVERSIDE DR,HE,2-WARRANT SERVICE [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,459003521: 20183161292,M,B,N,NO CONTRIBUTING CHARACTERISTICS,PREPARATORY RESISTANCE,IMPACT MUNITION/BEANBAG RND-ENTER # SHOTS,,,,,1,NO COMPLAINT OF INJURY/PAIN,VIOLENT CRIMES TASK FORCE,3/23/2012 0:00,7,3120441,10059515,3,-,78741,1,TRAVIS COUNTY
210539,20183160578,11/12/2018 0:00,,1600 WICKERSHAM LN,HE,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,459570070: 20183160578,F,B,N,EDP/MENTALLY UNSTABLE,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 100 REG III PATROL,6/20/2008 0:00,10,3122229,10059265,3,23.18,78741,1,TRAVIS COUNTY
211059,20183160578,11/12/2018 0:00,,1600 WICKERSHAM LN,HE,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,459570070: 20183160578,F,B,N,EDP/MENTALLY UNSTABLE,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,,HENRY 100 REG III PATROL,3/21/2014 0:00,5,3122229,10059265,3,23.18,78741,1,TRAVIS COUNTY
210899,20183160110,11/12/2018 0:00,530,506 HARWAY CT,DA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459739016: 20183160110,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PREPARATORY RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,,FRANK 800 REG IV PATROL,12/22/2017 0:00,1,3108395,10050268,3,24.03,78745,1,TRAVIS COUNTY
210423,20183160110,11/12/2018 0:00,238,506 HARWAY CT,DA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,458843194: 20183160110,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,12/12/2014 0:00,4,3108395,10050268,3,24.03,78745,1,TRAVIS COUNTY
210420,20183160110,11/12/2018 0:00,238,506 HARWAY CT,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,5001471: 20183160110,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,12/12/2014 0:00,4,3108395,10050268,3,24.03,78745,1,TRAVIS COUNTY
210443,20183160110,11/12/2018 0:00,245,506 HARWAY CT,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,458843194: 20183160110,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,12/22/2017 0:00,1,3108395,10050268,3,24.03,78745,1,TRAVIS COUNTY
210445,20183160110,11/12/2018 0:00,245,506 HARWAY CT,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,5001471: 20183160110,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,12/22/2017 0:00,1,3108395,10050268,3,24.03,78745,1,TRAVIS COUNTY
210867,20183161532,11/12/2018 0:00,2115,6214 E RIVERSIDE DR,HE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,265224493: 20183161532,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 800 REG III PATROL,9/2/2018 0:00,0,3126955,10055640,3,-,78741,1,TRAVIS COUNTY
210868,20183161532,11/12/2018 0:00,2115,6214 E RIVERSIDE DR,HE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,265224493: 20183161532,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 300 REG III PATROL,10/28/2016 0:00,2,3126955,10055640,3,-,78741,1,TRAVIS COUNTY
210869,20183161532,11/12/2018 0:00,2115,6214 E RIVERSIDE DR,HE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,265224493: 20183161532,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 300 REG III PATROL,10/30/2015 0:00,3,3126955,10055640,3,-,78741,1,TRAVIS COUNTY
210442,20183160110,11/12/2018 0:00,319,506 HARWAY CT,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459739016: 20183160110,M,W,H,NO CONTRIBUTING CHARACTERISTICS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,12/22/2017 0:00,1,3108395,10050268,3,24.03,78745,1,TRAVIS COUNTY
210441,20183160110,11/12/2018 0:00,321,506 HARWAY CT,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,219219008: 20183160110,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,NO COMPLAINT OF INJURY/PAIN,FRANK 800 REG IV PATROL,10/28/2016 0:00,2,3108395,10050268,3,24.03,78745,1,TRAVIS COUNTY
210800,20183160110,11/12/2018 0:00,357,506 HARWAY CT,DA,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,458843194: 20183160110,M,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN,DAVID 800 REG IV PATROL,10/7/2011 0:00,7,3108395,10050268,3,24.03,78745,1,TRAVIS COUNTY
210540,20183160578,11/12/2018 0:00,1152,1600 WICKERSHAM LN,HE,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,459570070: 20183160578,F,B,N,EDP/MENTALLY UNSTABLE,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 200 REG III PATROL,12/12/2014 0:00,4,3122229,10059265,3,23.18,78741,1,TRAVIS COUNTY
210541,20183160578,11/12/2018 0:00,1318,1600 WICKERSHAM LN,HE,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,459570070: 20183160578,F,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM DISTRICT REPS  REG II PATROL,7/8/2005 0:00,13,3122229,10059265,3,23.18,78741,1,TRAVIS COUNTY
212700,20183150133,11/11/2018 0:00,,400 E 6TH ST,GE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO DEFEND ANOTHER,3,459739726: 20183150133,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,12/12/2014 0:00,4,3115491,10070521,9,-,78701,1,TRAVIS COUNTY
